index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,index
95,-0.49227230779589065,-2.2911893029819432,-1.4495091425359574,-0.09215537410858407,-0.658412052478982,5.18613741618055,-0.7545929802300252,-0.20907481792369167,-0.10537093789275705,-0.79436485796408,-0.08871016535980783,-0.06563573604252278,-0.011710183122351087,-0.016071661361089926,95
96,0.9981859059461924,-1.0703379293699102,0.8016821713216947,-0.5832938730060379,0.24845632330728995,1.411539091591089,0.1860835384181732,-0.7296423005686057,-1.2315840131677362,-0.6491788811214964,-0.9369971564294483,-0.7141248803641633,-0.729732274519496,-0.4878092424923533,96
97,-0.8154750823392595,-0.0910082098771696,-0.5216964054032205,1.337156588255674,-1.371964041598501,0.7161810723078249,-0.0025032926269502338,-0.02101908632092708,-0.23526519271899796,-0.42159956900887186,-0.0345194987382992,-0.007595761564199107,-0.005198949818400591,-0.0004539009295622538,97
102,0.8007590517952049,-0.732219647772367,-0.6755980867708742,-0.06905495140075178,-0.32307829935649873,-0.38485714381885794,-0.12054591326569204,-0.08159583139892905,-0.12139183341805497,-0.2960288964621822,-0.09366548861313495,-0.20244755037120693,-0.045410375038082866,-0.15491868603618908,102
103,0.5574196941038937,-0.22328377186911988,-1.0052116250773073,-0.040521263343738956,-0.040659233757986,-0.1947551796243484,-0.028692416092403805,-0.013321010772811826,-0.07993940330038805,-0.040388478155696274,-0.0810145331987211,-0.10191801469431051,-0.07257424139955697,-0.00470240954908881,103
104,2.06477992859839,-0.19151110441920732,-1.1193165072548437,-0.03768323780496002,-0.561839568584808,-0.2396243456563223,-0.22539172585724795,-0.06088923201142942,-0.05815326168731574,-0.221235225706794,-0.032646306977753226,-0.0629278013561234,-0.005313445401743556,-0.07813629295349127,104
105,1.1563621529235137,-0.2901948982236674,-0.5634499525190265,-0.3245578666308954,-0.08365892552416108,-0.7151640046692432,-0.0010360073396162553,-2.0815587451019354e-05,-0.18537933447092697,-0.0766277732422762,-0.0030707325217905375,-0.012328154846124961,-0.0005237240364604971,-0.00012111295024518817,105
106,0.21879948558300805,-0.18584799093566923,-0.0245255797632465,-0.006792212014786564,-0.11703472899019003,-0.03260152909962946,-0.0026584403541530647,-0.002190692028639921,-0.006597910063729706,-0.025399828926408602,-0.008982271825554587,-0.008652227044473887,-0.001019367067382042,-0.0240165075686363,106
107,2.2189660379708607,-0.8985523642368171,-1.4991141494883367,-0.16830230986392794,-0.17729417477301157,-1.1672733769551484,-0.09070446295525132,-0.01794960519471615,-0.09560912034743382,-0.06462710170209443,-0.04445378109667925,-0.08990740987371369,-0.04798062703812258,-0.007891635971203459,107
124,-0.6902254436870325,1.983193933881778,-1.109901217323122,-0.028192224888738092,-0.6020511138512047,-0.20034469753035472,-0.19399158255845145,-0.04901850391056487,-0.02145342877168163,-0.2066693719880997,-0.01638239527678636,-0.04506282359184232,-0.004486250410950771,-0.10842250336434203,124
131,-0.16298213114094676,1.9258190173765695,-0.2763153184154549,-0.07617055498989685,-0.9453036606105188,-0.08915434071201501,-0.23224311673384837,-0.003924002378684418,-0.1842787588902273,-0.06140752279167544,-0.080841196243166,-0.1664345297397094,-0.007897819723808751,-0.0018010611980860706,131
137,-0.7867965071670308,-0.03143867583817349,-0.2573339605570515,-0.23509620139170698,0.29945313199273915,-0.24558398534669557,-0.3134081733319439,-0.00435613527425134,-0.06237547009745306,-0.041263820260869014,-0.0525688670741819,-0.056156934009241384,-0.004885008484190059,-0.017744613477172887,137
138,-0.09537594669292311,1.004122219060339,-0.25935079287565516,-0.23819714963471525,-0.06345523285950869,-0.2555171861290631,-0.11286892274961606,-0.004339490184932755,-0.062295280710311866,-0.0411325222049476,-0.051275966611045165,-0.05615240606172457,-0.006769445493059655,-0.017745953887689587,138
149,-0.2305566069597989,-0.34433657064131773,-0.42669194883051864,-0.1561041438342002,-1.152233707362261,-0.033339650933025454,2.5552684356767124,-0.003102097288525158,-0.11822232374382662,-0.03768899427337507,-0.09482432080195057,-0.10694075454186668,-0.10399203923509688,-0.0019540513522119567,149
156,0.16367358902031906,-0.17648315155260938,0.09696164952541937,-0.023253015927814685,-0.06506609999415874,-0.0162554156940649,-0.04795070467303512,-0.0559912206473622,-0.027515762163321286,-0.26671607297068256,-0.19729366079568403,-0.011139792144311399,-0.008818651553733502,-0.009001963824057676,156
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170
172,-0.6174019392451875,1.9786191743070731,-1.1953403735666228,-0.06781628760341134,-0.31802572336654866,-0.12998328793466965,-0.08430038216868899,-0.008879739539328278,-0.10352463176549702,-0.1545784282075513,-0.07375848123551158,-0.16044668824317682,-0.007767796022987564,-0.00583299990647059,172
173,-0.6502273777025659,0.577327489414551,-0.5447865990066895,-0.30995002711435027,-0.31207629958983396,0.7968137328491718,-0.0339786499429911,-0.001911479325294099,-0.09203074110209822,-0.19443417024247653,-0.005499525710879417,-0.00845644385348675,-0.0009462097735504583,-0.036744185982652354,173
175,0.11850303322459736,-2.6904771673183463,1.4816320374478753,-0.14343166785303155,-0.09317800439795583,-0.16504895906332592,-0.01960414504860113,-0.0005020240357619822,-0.0884173524868568,-0.1150745157040981,-0.00382195486582161,-0.010917582983774566,-0.0009768963251602187,-0.004585643651312737,175
176,-0.05849052681808488,-0.20958793257756034,-0.2707545715835211,-0.02417485406663779,-0.3234216529025399,0.513875111657953,-0.09243875595545241,-0.0003729410448289722,-0.09074230844119727,-0.03917034558847564,-0.03303252910710794,-0.031076733744388758,-0.001464714250312782,-0.0006431034499434699,176
182,-1.2484553226476094,1.9398618668103946,-1.2993987481734857,-0.02484936158317723,1.9012102115365508,-0.1327126205223921,-0.13986257954932266,-0.02563238796975244,-0.002556816711195385,-0.08603422841326465,-0.0028157260601677685,-0.0061883662278822025,-0.0006324588272154609,-0.27505493185328245,182
184,-0.7195038454083691,-0.8852623809782134,2.5430547642213157,-0.034716490896952765,-0.016058419658332556,-0.07729238840684653,-0.0022555129450998485,-0.005665094452006721,-0.005310629631679511,-0.055185207472800694,-0.02469389709752162,-0.01211175032699241,-0.0007161394624481218,-0.0013000519361399878,184
187,-1.0289877069859314,-1.485034864082022,-1.1046905379073175,-0.11283827966517031,2.5944030907909377,-0.34905137408164183,-0.18531762875614768,-0.03313904240166264,-0.14203417767365187,-0.19864681812516974,-0.055446582042507846,-0.13925615080418374,-0.007642626285484862,-0.09951721546810596,187
189,-0.5448858076505645,0.7550259106079835,-0.6297436424216819,-0.1124731806238764,1.2721069235865365,0.17094917458129402,-0.8206018894331595,-0.4636291754283448,-0.44911875771969806,-0.29262163459326945,-0.031209470675110915,-0.03972360119598511,-0.11125063076638106,-0.10311455807449606,189
197,-0.07916226795402766,-0.7552975838290319,-0.2592838221849043,-0.21063547559621787,-1.4721754379789012,-0.24940118068882258,4.145497012269781,-0.07717798596572732,-0.7804609218513436,-0.4371438166421782,-0.23247257863349996,-0.0374153321458431,-0.029755505877031106,-0.0015957451355200322,197
199,-0.14596482581237766,0.1026166677917099,1.1072745603939647,-0.09899554465185391,-0.7876134492581898,-0.31532891910953553,-0.06679756179163328,-0.08194404437112798,-0.029435295404479794,-0.06341979794869827,-0.07621101499248349,-0.013034244672919117,-0.0840772467138799,-0.019939906276336388,199
203,-0.10746121410116123,0.5720711193911703,-0.5366443700146672,-0.019733411051794422,-0.3748455423230367,-0.19786084466522622,-0.18928100267146458,-0.00290266945450061,-0.037552169254777626,-0.0208719236778772,-0.016269968783966228,-0.027233268951053075,-0.002540965680105345,-0.012260840993187415,203
209,-0.1720110664440133,-0.6227429810624922,1.0772738210502193,-0.11011615857188498,-0.7394197645702689,-0.09155061062270166,-0.25225818905294733,-0.08952808293246957,-0.03234732730720317,-0.06327948499789272,-0.08079319522940835,-0.020823226679078644,-0.08789191152168425,-0.00732058358683547,209
215,-0.18076316380726684,1.545546408187039,2.736416487015385,-0.06604732527878529,-0.6826319168924135,-0.32750043797312495,-0.6244182518210881,-1.1761553904708806,-1.085738149644397,-0.1807620890303862,-0.30558441796131924,-0.031742179197443654,-0.009197214493468765,-0.001628535783464649,215
217,0.056287194908443146,-0.1249187675397514,-0.01039438659162881,-0.0005192614018428919,-0.007982512571064759,-0.0018931717774606116,-0.006872375794110679,-0.0003040796234217694,-0.0008469691193032354,-0.003462556580925739,-0.0008031928851921504,-0.0013973147105609154,-7.216263713188481e-05,-0.004588002152520701,217
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
222,-0.178462297931899,2.470345716558608,-0.3699036275216464,-1.2322296062917892,-0.21959000883929364,-0.102757492337236,-0.11777488196444261,-0.024943796532298158,-0.013332421458080708,-0.07063589570265176,-0.0060685705986325495,-0.030721939973620025,-0.0035277700556853382,-0.1214410418490818,222
225,-0.4962491380151689,-0.7881568217983945,3.2208958638237233,-0.03289989538735178,-0.43635993175380466,-0.040394142339288334,-0.10742475754569376,-0.00016054361032650485,-0.026506433890833913,-0.009670806464747978,-0.026561377122200656,-0.015179440901455815,-0.0005796178929205153,-0.0002316919996498231,225
226,0.27656656661958184,-0.2244864507251286,-0.13543589662197736,-0.26852290558162617,-0.049415383592052824,-0.0477822350557842,-0.0009427429273826059,-5.3823288046405246e-05,-0.2960317191673994,-0.08132562336167629,-0.0062383873595622695,-0.020048964548953444,-0.0010002085549330225,-0.0002813788505204838,226
230,0.03737440259375436,-0.037729043347842287,-0.028816733476503688,-8.326525977938455e-05,-0.00010399899362723892,-7.669351648249319e-05,-0.0003006947784512171,-1.199580378410865e-06,-0.0038766448506962732,-0.0005424723770540927,-0.004983290707512087,-0.006125279210113612,-4.347540190485959e-05,-7.160736420844214e-06,230
240,0.780127015888399,-0.6461441395148683,-0.006135061324786288,-0.009765964884384028,-0.03210127526582175,-0.006318035789321169,-0.18044878914714618,-0.0024025488821599627,-0.0012641524060114666,-0.00033396899266293067,-0.0011212034138184499,-0.003382507983352449,-0.0002000170264388809,-0.0014198044579708006,240
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246
252,0.8448965888756501,-0.43358375648889513,-0.25411552576599067,-0.08856846730167241,-0.17197330304344113,-0.39352833248487545,-0.03144789351120823,-0.008123200391885526,-0.12328223995308911,-0.12032656412378416,-0.09075623188430255,-0.1185769469677552,-0.008516054974085786,-0.03128217911306367,252
260,0.056130465463567085,-0.06472733117610104,-0.005172026569034756,-0.0014451905993928724,-0.014188514079426662,-0.0019301807591478935,-0.0003599726130260135,-1.91081094785113e-05,-7.678730862907433e-05,-7.20768879414315e-05,-3.268513353656473e-05,-3.2691636171800104e-05,1.0818265463816276e-06,-0.00019283157691504958,260
286,0.05654486066544329,-0.08630134384048521,-0.010241760007479603,-0.0007469067170932549,-0.004560776704844474,-0.004415185514448664,-0.008964557875235986,-0.006804913061275797,-0.0002610090431366067,-0.0005643384309295252,-0.0010294941013293734,-0.002376714186934512,-0.002159933774640394,-0.006910757957612883,286
288,0.05761678113743193,-0.08804536239774452,-0.0010728090972549017,-0.0039627027737442295,-0.0003273050181449344,-0.00020195708307776307,-9.624400249062576e-05,-5.752183530161786e-06,-9.124656886634222e-06,-2.742887092208719e-06,-0.00028801029461962037,2.874672210404521e-06,-4.288584041353399e-06,-1.9473032011802726e-07,288
289,-0.800916096261445,-0.16629821008667264,-0.05463558852131602,-0.05311651762617034,-8.038534986558512e-05,1.1292842334077724,-0.00028411872285806126,-6.696361233931669e-05,-0.0035800167546141915,-0.0019972485234163203,-0.001168750183567719,-0.0006267547598502247,-0.016698490898152188,-1.677620245323155e-05,289
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290
296,1.827342292111546,0.7787996276078144,-1.0984246482818596,-0.05913173457943819,-0.5998732120095184,-0.1638888366115183,-0.09326061053849825,-0.18462897290071947,-0.4391714965656598,-0.2902166955426402,-0.006867849392179166,-0.021835484241557464,-0.002188355279929761,-0.03311972980760603,296
